STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2018/07/01 00:00:00,1,-10.60,0,-1.5,-0.1,128,126,125,12.05,10.1,00016
0001,2018/07/01 00:00:00,2,-9.60,-2.8,-6.4,1.4,115,115,113,12.05,10.1,00016
0001,2018/07/01 00:00:00,3,-8.60,-2.1,-3.3,0.7,110,108,106,12.05,10.1,00016
0001,2018/07/01 00:00:00,4,-7.60,-0.5,-11.7,1.6,108,107,105,12.05,10.1,00016
0001,2018/07/01 00:00:00,5,-6.60,-0.3,-15,0.4,104,104,104,12.05,10.1,00016
0001,2018/07/01 00:00:00,6,-5.60,-0.7,-7.5,0.4,97,99,97,12.05,10.1,00016
0001,2018/07/01 00:00:00,7,-4.60,-4.6,0.3,0.3,93,97,91,12.05,10.1,00016
0001,2018/07/01 00:00:00,8,-3.60,-7.3,0,0.7,90,100,86,12.05,10.1,00016
0001,2018/07/01 00:00:00,9,-2.60,-3.7,-0.7,1.4,102,121,101,12.05,10.1,00016
0001,2018/07/01 00:00:00,10,-1.60,-3.4,-0.6,0.5,132,146,133,12.05,10.1,00016
0001,2018/07/01 01:00:00,1,-10.60,0.6,-0.3,-0.3,126,126,126,12.04,10.1,00016
0001,2018/07/01 01:00:00,2,-9.60,1.7,-3.6,-0.4,129,117,122,12.04,10.1,00016
0001,2018/07/01 01:00:00,3,-8.60,-6.1,-8.4,0,122,111,113,12.04,10.1,00016
0001,2018/07/01 01:00:00,4,-7.60,-5.4,-18,-0.3,109,108,107,12.04,10.1,00016
0001,2018/07/01 01:00:00,5,-6.60,-5.1,-16.3,-3.1,102,113,103,12.04,10.1,00016
0001,2018/07/01 01:00:00,6,-5.60,0.5,-15.7,-0.7,95,98,97,12.04,10.1,00016
0001,2018/07/01 01:00:00,7,-4.60,0.5,-13.6,-0.3,92,97,93,12.04,10.1,00016
0001,2018/07/01 01:00:00,8,-3.60,-1.5,-6.4,0.8,96,94,90,12.04,10.1,00016
0001,2018/07/01 01:00:00,9,-2.60,3.4,-1.9,2.2,121,111,98,12.04,10.1,00016
0001,2018/07/01 01:00:00,10,-1.60,-0.7,1.6,1.4,135,141,124,12.04,10.1,00016
0001,2018/07/01 02:00:00,1,-10.60,6.7,0.3,0.1,128,127,126,12.20,10.1,00016
0001,2018/07/01 02:00:00,2,-9.60,5.5,1.9,-0.5,118,117,115,12.20,10.1,00016
0001,2018/07/01 02:00:00,3,-8.60,2.5,-2.3,0.8,112,116,109,12.20,10.1,00016
0001,2018/07/01 02:00:00,4,-7.60,-1.3,-6.9,0.2,113,108,110,12.20,10.1,00016
0001,2018/07/01 02:00:00,5,-6.60,-8.4,-16.6,-0.7,109,105,108,12.20,10.1,00016
0001,2018/07/01 02:00:00,6,-5.60,-7.6,-17,-1.8,105,99,98,12.20,10.1,00016
0001,2018/07/01 02:00:00,7,-4.60,-2.3,-9.4,-0.3,96,99,102,12.20,10.1,00016
0001,2018/07/01 02:00:00,8,-3.60,-0.3,-9.3,-0.5,101,101,97,12.20,10.1,00016
0001,2018/07/01 02:00:00,9,-2.60,4.1,-4.2,0.2,116,113,104,12.20,10.1,00016
0001,2018/07/01 02:00:00,10,-1.60,1.3,0.5,1.1,130,136,111,12.20,10.1,00016
0001,2018/07/01 03:00:00,1,-10.60,3.7,-1.6,-0.6,127,127,126,12.43,10.1,00016
0001,2018/07/01 03:00:00,2,-9.60,4.6,3.7,-1.1,119,116,114,12.43,10.1,00016
0001,2018/07/01 03:00:00,3,-8.60,1.5,1.5,0.5,115,110,109,12.43,10.1,00016
0001,2018/07/01 03:00:00,4,-7.60,0.3,-0.2,0.9,108,106,105,12.43,10.1,00016
0001,2018/07/01 03:00:00,5,-6.60,-4.6,-7.8,1.2,103,102,103,12.43,10.1,00016
0001,2018/07/01 03:00:00,6,-5.60,-6.4,-10.5,0.2,98,98,101,12.43,10.1,00016
0001,2018/07/01 03:00:00,7,-4.60,-6.8,-5.4,0.5,95,93,103,12.43,10.1,00016
