STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2014/01/01 00:00:00,1,-10.60,-3.1,1,-1.6,120,121,122,0.00,9.8,00016
0001,2014/01/01 00:00:00,2,-9.60,-3.8,-2,-0.8,105,103,104,0.00,9.8,00016
0001,2014/01/01 00:00:00,3,-8.60,-1.3,-1.1,-0.9,92,91,94,0.00,9.8,00016
0001,2014/01/01 00:00:00,4,-7.60,1.5,0.1,-1.8,87,82,86,0.00,9.8,00016
0001,2014/01/01 00:00:00,5,-6.60,5.8,1.7,0.2,78,75,78,0.00,9.8,00016
0001,2014/01/01 00:00:00,6,-5.60,8.2,4.4,0.1,69,66,78,0.00,9.8,00016
0001,2014/01/01 00:00:00,7,-4.60,5.4,9.7,0.4,64,63,68,0.00,9.8,00016
0001,2014/01/01 00:00:00,8,-3.60,5.8,15.6,1,70,63,61,0.00,9.8,00016
0001,2014/01/01 00:00:00,9,-2.60,7.8,11.1,-0.5,77,83,66,0.00,9.8,00016
0001,2014/01/01 00:00:00,10,-1.60,31.6,0.1,6.2,130,166,85,0.00,9.8,00016
0001,2014/01/01 01:00:00,1,-10.60,2.4,4.4,-0.5,118,118,121,1.17,9.8,00016
0001,2014/01/01 01:00:00,2,-9.60,2.9,6.5,0,104,103,105,1.17,9.8,00016
0001,2014/01/01 01:00:00,3,-8.60,2.4,4.6,-0.5,96,91,95,1.17,9.8,00016
0001,2014/01/01 01:00:00,4,-7.60,1.5,5.4,-0.1,82,85,84,1.17,9.8,00016
0001,2014/01/01 01:00:00,5,-6.60,5,8.9,-0.1,76,76,78,1.17,9.8,00016
0001,2014/01/01 01:00:00,6,-5.60,9.2,9.4,0.5,85,68,74,1.17,9.8,00016
0001,2014/01/01 01:00:00,7,-4.60,9.6,11.6,0.2,67,64,69,1.17,9.8,00016
0001,2014/01/01 01:00:00,8,-3.60,12.2,10,-0.6,67,61,63,1.17,9.8,00016
0001,2014/01/01 01:00:00,9,-2.60,11.5,7.8,-0.7,78,61,60,1.17,9.8,00016
0001,2014/01/01 01:00:00,10,-1.60,20.5,-3.8,1,106,136,76,1.17,9.8,00016
0001,2014/01/01 02:00:00,1,-10.60,2.5,10.9,-0.1,118,118,119,0.60,9.8,00016
0001,2014/01/01 02:00:00,2,-9.60,4.6,8.5,1.2,103,108,105,0.60,9.8,00016
0001,2014/01/01 02:00:00,3,-8.60,5,8.3,1.3,99,101,93,0.60,9.8,00016
0001,2014/01/01 02:00:00,4,-7.60,2.2,10.3,0,102,88,83,0.60,9.8,00016
0001,2014/01/01 02:00:00,5,-6.60,4,6.8,-0.1,83,78,76,0.60,9.8,00016
0001,2014/01/01 02:00:00,6,-5.60,5.7,7.3,-0.3,81,71,70,0.60,9.8,00016
0001,2014/01/01 02:00:00,7,-4.60,9.5,3.6,-2.8,65,66,66,0.60,9.8,00016
0001,2014/01/01 02:00:00,8,-3.60,11.6,0.6,-1.4,64,64,64,0.60,9.8,00016
0001,2014/01/01 02:00:00,9,-2.60,11,3.2,-1.7,67,76,70,0.60,9.8,00016
0001,2014/01/01 02:00:00,10,-1.60,9,-6,-4.7,83,134,78,0.60,9.8,00016
0001,2014/01/01 03:00:00,1,-10.60,-3.3,9.6,-1.6,118,116,120,0.00,9.8,00016
0001,2014/01/01 03:00:00,2,-9.60,0,9.3,0.3,103,102,104,0.00,9.8,00016
0001,2014/01/01 03:00:00,3,-8.60,4.3,10.7,0.2,95,91,93,0.00,9.8,00016
0001,2014/01/01 03:00:00,4,-7.60,3,3.7,-0.8,89,85,83,0.00,9.8,00016
0001,2014/01/01 03:00:00,5,-6.60,5.8,1.3,-1.4,92,82,75,0.00,9.8,00016
0001,2014/01/01 03:00:00,6,-5.60,6.9,-2,-2.2,85,85,70,0.00,9.8,00016
0001,2014/01/01 03:00:00,7,-4.60,4.2,-1.9,-1.9,74,76,71,0.00,9.8,00016
0001,2014/01/01 03:00:00,8,-3.60,5.4,2,-1.7,63,71,70,0.00,9.8,00016
0001,2014/01/01 03:00:00,9,-2.60,6.6,-0.1,-0.3,59,70,65,0.00,9.8,00016
0001,2014/01/01 03:00:00,10,-1.60,10.7,-4.9,-4.6,80,103,66,0.00,9.8,00016
0001,2014/01/01 04:00:00,1,-10.60,-4.2,5.2,-0.5,117,116,118,0.00,9.8,00016
0001,2014/01/01 04:00:00,2,-9.60,-2.4,8.1,-0.7,103,101,103,0.00,9.8,00016
0001,2014/01/01 04:00:00,3,-8.60,-3.1,9.7,0.9,92,91,93,0.00,9.8,00016
0001,2014/01/01 04:00:00,4,-7.60,1,5,-0.4,84,80,84,0.00,9.8,00016
0001,2014/01/01 04:00:00,5,-6.60,4.4,6.1,-1.1,80,75,75,0.00,9.8,00016
