STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2004/03/01 00:00:00,1,-10.60,3.8,1.7,0.4,120,121,121,12.02,9.9,00016
0001,2004/03/01 00:00:00,2,-9.60,4.8,0.9,1.2,107,108,108,12.02,9.9,00016
0001,2004/03/01 00:00:00,3,-8.60,1.3,3.8,-0.3,100,102,27,12.02,9.9,00016
0001,2004/03/01 00:00:00,4,-7.60,-1.5,3.7,1.2,94,94,252,12.02,9.9,00016
0001,2004/03/01 00:00:00,5,-6.60,-1.3,3.9,1.7,87,88,172,12.02,9.9,00016
0001,2004/03/01 00:00:00,6,-5.60,0.5,3,1.6,84,84,122,12.02,9.9,00016
0001,2004/03/01 00:00:00,7,-4.60,-0.5,2.5,2.2,79,82,182,12.02,9.9,00016
0001,2004/03/01 00:00:00,8,-3.60,-5.2,-2.7,1.5,74,76,79,12.02,9.9,00016
0001,2004/03/01 00:00:00,9,-2.60,0.5,-11.2,1,69,77,111,12.02,9.9,00016
0001,2004/03/01 00:00:00,10,-1.60,-0.9,-8.1,1.6,74,98,104,12.02,9.9,00016
0001,2004/03/01 01:00:00,1,-10.60,3.3,0.4,0.6,122,122,120,12.09,9.9,00016
0001,2004/03/01 01:00:00,2,-9.60,9.6,3.5,0.9,108,110,109,12.09,9.9,00016
0001,2004/03/01 01:00:00,3,-8.60,2.2,7.2,0.3,100,101,27,12.09,9.9,00016
0001,2004/03/01 01:00:00,4,-7.60,3,4.8,1,94,96,252,12.09,9.9,00016
0001,2004/03/01 01:00:00,5,-6.60,1.5,2.4,1.8,91,90,172,12.09,9.9,00016
0001,2004/03/01 01:00:00,6,-5.60,0.3,1.4,0.2,84,91,122,12.09,9.9,00016
0001,2004/03/01 01:00:00,7,-4.60,1.6,2.8,1.1,80,90,182,12.09,9.9,00016
0001,2004/03/01 01:00:00,8,-3.60,1.4,-3.8,0.3,80,78,79,12.09,9.9,00016
0001,2004/03/01 01:00:00,9,-2.60,2.8,-5.2,1.7,82,83,111,12.09,9.9,00016
0001,2004/03/01 01:00:00,10,-1.60,1.3,-5.1,3.2,90,103,104,12.09,9.9,00016
0001,2004/03/01 02:00:00,1,-10.60,8.8,-1.5,0.2,121,122,122,12.18,9.9,00016
0001,2004/03/01 02:00:00,2,-9.60,8.2,-2.5,1,109,109,109,12.18,9.9,00016
0001,2004/03/01 02:00:00,3,-8.60,2,0.1,0.7,101,100,27,12.18,9.9,00016
0001,2004/03/01 02:00:00,4,-7.60,3.1,0.3,0.9,94,93,252,12.18,9.9,00016
0001,2004/03/01 02:00:00,5,-6.60,2.2,0.5,0.6,89,88,172,12.18,9.9,00016
0001,2004/03/01 02:00:00,6,-5.60,2.7,-1.8,0.5,84,85,122,12.18,9.9,00016
0001,2004/03/01 02:00:00,7,-4.60,-1.7,-2.6,1.9,79,81,182,12.18,9.9,00016
0001,2004/03/01 02:00:00,8,-3.60,-1.5,-2,2,74,75,79,12.18,9.9,00016
0001,2004/03/01 02:00:00,9,-2.60,-1.3,1,1.3,79,71,111,12.18,9.9,00016
0001,2004/03/01 02:00:00,10,-1.60,-5,0.6,1,104,84,104,12.18,9.9,00016
0001,2004/03/01 03:00:00,1,-10.60,11.7,-4.6,-0.1,121,121,122,12.22,9.9,00016
0001,2004/03/01 03:00:00,2,-9.60,10.5,-2.8,0,108,108,109,12.22,9.9,00016
0001,2004/03/01 03:00:00,3,-8.60,5.5,-3.7,0.2,100,98,27,12.22,9.9,00016
0001,2004/03/01 03:00:00,4,-7.60,5.3,-2.6,-0.8,94,94,252,12.22,9.9,00016
0001,2004/03/01 03:00:00,5,-6.60,4.4,-1.8,-0.9,89,95,172,12.22,9.9,00016
0001,2004/03/01 03:00:00,6,-5.60,-0.8,0,0.1,83,92,122,12.22,9.9,00016
0001,2004/03/01 03:00:00,7,-4.60,-3.6,2.6,0.5,80,86,182,12.22,9.9,00016
0001,2004/03/01 03:00:00,8,-3.60,-8.2,1.2,1.5,75,79,79,12.22,9.9,00016
0001,2004/03/01 03:00:00,9,-2.60,-13.8,4.7,2.3,81,75,111,12.22,9.9,00016
0001,2004/03/01 03:00:00,10,-1.60,-6.5,-0.8,1.4,106,89,104,12.22,9.9,00016
0001,2004/03/01 04:00:00,1,-10.60,7.2,-7,-0.5,120,120,120,12.18,9.9,00016
0001,2004/03/01 04:00:00,2,-9.60,7.9,-2.8,0.6,107,108,107,12.18,9.9,00016
0001,2004/03/01 04:00:00,3,-8.60,10.2,-3.8,0.3,99,100,27,12.18,9.9,00016
0001,2004/03/01 04:00:00,4,-7.60,4.6,-1.6,0.6,93,93,252,12.18,9.9,00016
0001,2004/03/01 04:00:00,5,-6.60,4.3,0.5,0.3,88,88,172,12.18,9.9,00016
0001,2004/03/01 04:00:00,6,-5.60,3.2,-3,0.2,85,84,122,12.18,9.9,00016
0001,2004/03/01 04:00:00,7,-4.60,2.2,-1.5,3,79,80,182,12.18,9.9,00016
0001,2004/03/01 04:00:00,8,-3.60,-5.6,1.8,1.7,73,75,79,12.18,9.9,00016
0001,2004/03/01 04:00:00,9,-2.60,-5.4,0.7,2.5,70,71,111,12.18,9.9,00016
0001,2004/03/01 04:00:00,10,-1.60,1.5,4.3,3.3,87,76,104,12.18,9.9,00016
0001,2004/03/01 05:00:00,1,-10.60,-3.3,-3.2,1.4,122,122,123,12.20,9.9,00016
0001,2004/03/01 05:00:00,2,-9.60,1.4,-8,1.7,110,117,110,12.20,9.9,00016
0001,2004/03/01 05:00:00,3,-8.60,1.7,-0.5,1,100,108,27,12.20,9.9,00016
0001,2004/03/01 05:00:00,4,-7.60,-2.4,-0.5,2.1,95,96,252,12.20,9.9,00016
0001,2004/03/01 05:00:00,5,-6.60,-3.9,-6.6,1.6,90,91,172,12.20,9.9,00016
