STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2009/09/01 00:00:00,1,-10.60,-9,-13.3,0.3,119,105,119,12.49,10.0,00032
0001,2009/09/01 00:00:00,2,-9.60,-14.5,-14.9,0.9,107,91,107,12.49,10.0,00032
0001,2009/09/01 00:00:00,3,-8.60,-14.8,-17.9,0,101,82,98,12.49,10.0,00032
0001,2009/09/01 00:00:00,4,-7.60,-13.4,-19.7,-1.7,99,78,93,12.49,10.0,00032
0001,2009/09/01 00:00:00,5,-6.60,-16.4,-24.4,-1.3,89,73,88,12.49,10.0,00032
0001,2009/09/01 00:00:00,6,-5.60,-16.7,-30.9,-1.4,90,86,92,12.49,10.0,00032
0001,2009/09/01 00:00:00,7,-4.60,-14.9,-35.6,-2.3,92,91,94,12.49,10.0,00032
0001,2009/09/01 00:00:00,8,-3.60,-2.4,-30.2,-1.9,84,84,91,12.49,10.0,00032
0001,2009/09/01 00:00:00,9,-2.60,4.8,-19.7,0.9,81,79,89,12.49,10.0,00032
0001,2009/09/01 00:00:00,10,-1.60,12.9,-25.7,-0.6,80,77,82,12.49,10.0,00032
0001,2009/09/01 01:00:00,1,-10.60,-5.6,-11.3,0.2,118,106,118,12.60,10.0,00032
0001,2009/09/01 01:00:00,2,-9.60,-9.9,-9.8,2.2,105,88,104,12.60,10.0,00032
0001,2009/09/01 01:00:00,3,-8.60,-5.8,-17.6,0.3,96,79,97,12.60,10.0,00032
0001,2009/09/01 01:00:00,4,-7.60,-14.8,-27.5,-1,91,73,90,12.60,10.0,00032
0001,2009/09/01 01:00:00,5,-6.60,-13.8,-31.1,-2.3,85,69,91,12.60,10.0,00032
0001,2009/09/01 01:00:00,6,-5.60,-2.2,-41.2,-4.1,82,70,89,12.60,10.0,00032
0001,2009/09/01 01:00:00,7,-4.60,-4,-34.1,-2.2,79,70,87,12.60,10.0,00032
0001,2009/09/01 01:00:00,8,-3.60,-2.4,-21.2,-0.3,80,62,89,12.60,10.0,00032
0001,2009/09/01 01:00:00,9,-2.60,2.4,-21.6,3.1,75,58,81,12.60,10.0,00032
0001,2009/09/01 01:00:00,10,-1.60,12.1,-23,2.8,74,56,84,12.60,10.0,00032
0001,2009/09/01 02:00:00,1,-10.60,6.1,-2.9,2.4,125,113,124,12.67,10.0,00032
0001,2009/09/01 02:00:00,2,-9.60,-1.8,-4.7,2.8,106,93,111,12.67,10.0,00032
0001,2009/09/01 02:00:00,3,-8.60,-4.8,-8.7,2.5,94,78,97,12.67,10.0,00032
0001,2009/09/01 02:00:00,4,-7.60,-9.2,-16.2,1.9,86,72,90,12.67,10.0,00032
0001,2009/09/01 02:00:00,5,-6.60,-15.5,-22,1.6,82,66,81,12.67,10.0,00032
0001,2009/09/01 02:00:00,6,-5.60,-13.8,-24.7,-0.9,78,66,83,12.67,10.0,00032
0001,2009/09/01 02:00:00,7,-4.60,-0.2,-26.9,-3.4,78,64,87,12.67,10.0,00032
0001,2009/09/01 02:00:00,8,-3.60,6.8,-25.8,-2.7,72,58,90,12.67,10.0,00032
0001,2009/09/01 02:00:00,9,-2.60,4.7,-30.1,0.2,68,62,89,12.67,10.0,00032
0001,2009/09/01 02:00:00,10,-1.60,5.4,-30.4,1.5,73,59,83,12.67,10.0,00032
0001,2009/09/01 03:00:00,1,-10.60,-1.4,-15.8,1.9,122,109,123,12.63,10.0,00032
0001,2009/09/01 03:00:00,2,-9.60,-4.9,-13.1,1.3,104,90,106,12.63,10.0,00032
0001,2009/09/01 03:00:00,3,-8.60,-5.5,-14.3,3.2,96,77,93,12.63,10.0,00032
0001,2009/09/01 03:00:00,4,-7.60,-11.1,-16.4,0.6,88,74,86,12.63,10.0,00032
0001,2009/09/01 03:00:00,5,-6.60,-13.7,-18.8,0,82,67,83,12.63,10.0,00032
0001,2009/09/01 03:00:00,6,-5.60,-11.6,-24.2,-0.6,77,66,81,12.63,10.0,00032
0001,2009/09/01 03:00:00,7,-4.60,-16,-16.1,-4.4,74,64,84,12.63,10.0,00032
0001,2009/09/01 03:00:00,8,-3.60,-0.7,-25.8,-3,68,58,84,12.63,10.0,00032
0001,2009/09/01 03:00:00,9,-2.60,3.5,-28.7,-0.7,69,51,75,12.63,10.0,00032
0001,2009/09/01 03:00:00,10,-1.60,5.1,-30.2,1.7,72,55,79,12.63,10.0,00032
0001,2009/09/01 04:00:00,1,-10.60,-1.1,-21.9,-0.2,123,109,122,12.51,10.0,00032
0001,2009/09/01 04:00:00,2,-9.60,-2.2,-18.4,0.1,107,92,107,12.51,10.0,00032
0001,2009/09/01 04:00:00,3,-8.60,-8.7,-13.2,0.9,97,83,97,12.51,10.0,00032
0001,2009/09/01 04:00:00,4,-7.60,-9.3,-11.9,1.3,87,74,86,12.51,10.0,00032
0001,2009/09/01 04:00:00,5,-6.60,-15.7,-17.6,-0.1,79,76,78,12.51,10.0,00032
0001,2009/09/01 04:00:00,6,-5.60,-13.9,-22.6,1.1,75,74,76,12.51,10.0,00032
0001,2009/09/01 04:00:00,7,-4.60,-8.5,-31,-0.7,76,68,80,12.51,10.0,00032
0001,2009/09/01 04:00:00,8,-3.60,-1,-28.3,-2.4,70,63,86,12.51,10.0,00032
0001,2009/09/01 04:00:00,9,-2.60,8.9,-26.7,-2.4,64,61,87,12.51,10.0,00032
0001,2009/09/01 04:00:00,10,-1.60,11.2,-19.9,-1.1,67,71,86,12.51,10.0,00032
0001,2009/09/01 05:00:00,1,-10.60,-5.8,-19.5,0.6,122,107,121,12.34,10.0,00032
0001,2009/09/01 05:00:00,2,-9.60,-5.5,-18,0.6,105,90,106,12.34,10.0,00032
0001,2009/09/01 05:00:00,3,-8.60,-8.5,-16.6,-0.2,94,79,93,12.34,10.0,00032
0001,2009/09/01 05:00:00,4,-7.60,-5.8,-15.7,0.1,87,76,86,12.34,10.0,00032
0001,2009/09/01 05:00:00,5,-6.60,-16.4,-17.5,-1.7,80,77,80,12.34,10.0,00032
0001,2009/09/01 05:00:00,6,-5.60,-14,-23.7,0,83,74,83,12.34,10.0,00032
0001,2009/09/01 05:00:00,7,-4.60,-12.5,-26.4,-0.2,76,67,80,12.34,10.0,00032
0001,2009/09/01 05:00:00,8,-3.60,0.5,-19.6,-2.4,69,60,84,12.34,10.0,00032
0001,2009/09/01 05:00:00,9,-2.60,10.4,-26.9,-0.8,66,56,82,12.34,10.0,00032
0001,2009/09/01 05:00:00,10,-1.60,7.5,-29.3,0.4,71,67,88,12.34,10.0,00032
0001,2009/09/01 06:00:00,1,-10.60,-11.3,-20.5,-0.1,119,105,119,12.10,10.0,00032
0001,2009/09/01 06:00:00,2,-9.60,-12.2,-24,-0.3,103,86,103,12.10,10.0,00032
0001,2009/09/01 06:00:00,3,-8.60,-14.4,-24.4,-1.4,93,78,94,12.10,10.0,00032
0001,2009/09/01 06:00:00,4,-7.60,-10.2,-20.7,-0.6,86,83,86,12.10,10.0,00032
0001,2009/09/01 06:00:00,5,-6.60,-12.3,-18.1,-0.8,85,71,85,12.10,10.0,00032
0001,2009/09/01 06:00:00,6,-5.60,-6.9,-22.7,-0.2,80,62,93,12.10,10.0,00032
0001,2009/09/01 06:00:00,7,-4.60,-3.3,-24.7,0.5,72,60,83,12.10,10.0,00032
0001,2009/09/01 06:00:00,8,-3.60,-2.2,-13.9,0.8,77,58,85,12.10,10.0,00032
0001,2009/09/01 06:00:00,9,-2.60,6.2,-22.9,1.1,72,54,73,12.10,10.0,00032
0001,2009/09/01 06:00:00,10,-1.60,-1.8,-21.3,0.7,82,72,72,12.10,10.0,00032
0001,2009/09/01 07:00:00,1,-10.60,-8,-21.3,0,120,107,119,11.86,10.0,00032
0001,2009/09/01 07:00:00,2,-9.60,-9,-15.1,0,109,96,109,11.86,10.0,00032
0001,2009/09/01 07:00:00,3,-8.60,-13.5,-16.7,0.1,106,93,106,11.86,10.0,00032
0001,2009/09/01 07:00:00,4,-7.60,-15.4,-14.9,2.1,108,98,104,11.86,10.0,00032
0001,2009/09/01 07:00:00,5,-6.60,-16.3,-19.1,1.9,110,88,106,11.86,10.0,00032
0001,2009/09/01 07:00:00,6,-5.60,-11.6,-24.5,3,101,79,104,11.86,10.0,00032
0001,2009/09/01 07:00:00,7,-4.60,-5.4,-22.9,1.2,94,83,99,11.86,10.0,00032
0001,2009/09/01 07:00:00,8,-3.60,-0.5,-27.3,2.6,93,79,94,11.86,10.0,00032
0001,2009/09/01 07:00:00,9,-2.60,6.4,-26.3,2.3,80,65,80,11.86,10.0,00032
0001,2009/09/01 07:00:00,10,-1.60,0.1,-10.5,0.5,83,78,74,11.86,10.0,00032
0001,2009/09/01 08:00:00,1,-10.60,-7.7,-8.8,2.1,118,103,117,11.65,10.0,00032
0001,2009/09/01 08:00:00,2,-9.60,-12.2,-7.8,1.4,106,96,104,11.65,10.0,00032
0001,2009/09/01 08:00:00,3,-8.60,-12.3,-8.4,2.8,98,91,103,11.65,10.0,00032
0001,2009/09/01 08:00:00,4,-7.60,-13,-19,5.3,84,71,93,11.65,10.0,00032
0001,2009/09/01 08:00:00,5,-6.60,-12.5,-25.4,3,77,61,80,11.65,10.0,00032
0001,2009/09/01 08:00:00,6,-5.60,-5.8,-18.7,0.9,82,61,84,11.65,10.0,00032
0001,2009/09/01 08:00:00,7,-4.60,2.7,-17.6,-1.5,73,61,91,11.65,10.0,00032
0001,2009/09/01 08:00:00,8,-3.60,5.6,-20.7,0,67,55,88,11.65,10.0,00032
0001,2009/09/01 08:00:00,9,-2.60,6.1,-24.7,1.4,64,55,73,11.65,10.0,00032
0001,2009/09/01 08:00:00,10,-1.60,-2.6,-0.1,-0.2,90,83,77,11.65,10.0,00032
0001,2009/09/01 09:00:00,1,-10.60,-2.8,-8.8,-0.8,119,105,119,11.52,10.0,00032
0001,2009/09/01 09:00:00,2,-9.60,-5.3,-10.4,1,103,91,105,11.52,10.0,00032
0001,2009/09/01 09:00:00,3,-8.60,-4.7,-17.3,2.3,92,73,92,11.52,10.0,00032
0001,2009/09/01 09:00:00,4,-7.60,-4,-21.4,1.7,84,67,82,11.52,10.0,00032
0001,2009/09/01 09:00:00,5,-6.60,5.7,-21.3,0.6,80,63,93,11.52,10.0,00032
0001,2009/09/01 09:00:00,6,-5.60,5.9,-16.8,-0.1,77,64,94,11.52,10.0,00032
0001,2009/09/01 09:00:00,7,-4.60,0.6,-21.1,1.4,74,63,88,11.52,10.0,00032
0001,2009/09/01 09:00:00,8,-3.60,0.4,-26.7,0.5,70,57,81,11.52,10.0,00032
0001,2009/09/01 09:00:00,9,-2.60,-2,-26.4,0.6,65,54,67,11.52,10.0,00032
0001,2009/09/01 09:00:00,10,-1.60,-2.9,-8,0.4,110,88,97,11.52,10.0,00032
0001,2009/09/01 10:00:00,1,-10.60,-2.8,-3.8,0.3,117,104,117,11.50,10.0,00032
0001,2009/09/01 10:00:00,2,-9.60,-6.2,-5.2,1.7,99,92,100,11.50,10.0,00032
0001,2009/09/01 10:00:00,3,-8.60,-4.4,-6.2,2.2,90,85,91,11.50,10.0,00032
0001,2009/09/01 10:00:00,4,-7.60,-4.8,-11,1,82,69,82,11.50,10.0,00032
0001,2009/09/01 10:00:00,5,-6.60,1.9,-16,1,76,60,78,11.50,10.0,00032
0001,2009/09/01 10:00:00,6,-5.60,-0.5,-11.8,0.7,76,62,89,11.50,10.0,00032
