STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2011/05/01 00:00:00,1,-10.60,-1.6,-10.7,1.2,146,142,146,12.10,9.9,00048
0001,2011/05/01 00:00:00,2,-9.60,-2.3,-9.9,2.1,127,124,128,12.10,9.9,00048
0001,2011/05/01 00:00:00,3,-8.60,0,-10.5,1.4,119,115,122,12.10,9.9,00048
0001,2011/05/01 00:00:00,4,-7.60,-0.6,-4.9,2.7,113,109,122,12.10,9.9,00048
0001,2011/05/01 00:00:00,5,-6.60,-1.1,-6,-0.7,108,103,125,12.10,9.9,00048
0001,2011/05/01 00:00:00,6,-5.60,-4.1,-5.2,0.3,128,98,120,12.10,9.9,00048
0001,2011/05/01 00:00:00,7,-4.60,-1.3,-6.6,0.8,147,99,117,12.10,9.9,00048
0001,2011/05/01 00:00:00,8,-3.60,-6.1,-4.9,-0.7,146,130,116,12.10,9.9,00048
0001,2011/05/01 00:00:00,9,-2.60,-8.6,-5.2,1.3,146,143,125,12.10,9.9,00048
0001,2011/05/01 00:00:00,10,-1.60,-2,-4.6,2.5,151,146,148,12.10,9.9,00048
0001,2011/05/01 01:00:00,1,-10.60,0.8,-8.7,0.5,145,141,145,12.36,9.9,00048
0001,2011/05/01 01:00:00,2,-9.60,-2,-11.5,2.1,127,123,127,12.36,9.9,00048
0001,2011/05/01 01:00:00,3,-8.60,-3.2,-10.2,1,117,114,116,12.36,9.9,00048
0001,2011/05/01 01:00:00,4,-7.60,-1.7,-7.6,2.3,110,108,110,12.36,9.9,00048
0001,2011/05/01 01:00:00,5,-6.60,-4.9,-9.4,1.7,104,101,106,12.36,9.9,00048
0001,2011/05/01 01:00:00,6,-5.60,-0.4,-8.4,1.5,99,98,100,12.36,9.9,00048
0001,2011/05/01 01:00:00,7,-4.60,-5.4,-3.7,0.8,100,107,96,12.36,9.9,00048
0001,2011/05/01 01:00:00,8,-3.60,-6.9,-5.7,0.5,113,108,101,12.36,9.9,00048
0001,2011/05/01 01:00:00,9,-2.60,0.2,-5.1,1,135,114,110,12.36,9.9,00048
0001,2011/05/01 01:00:00,10,-1.60,-4.1,-2.8,1.1,154,139,132,12.36,9.9,00048
0001,2011/05/01 02:00:00,1,-10.60,-0.1,-7.1,1.6,141,139,141,12.65,9.9,00048
0001,2011/05/01 02:00:00,2,-9.60,-4.1,-13.1,3.5,123,122,123,12.65,9.9,00048
0001,2011/05/01 02:00:00,3,-8.60,-5.5,-11,2.8,114,112,113,12.65,9.9,00048
0001,2011/05/01 02:00:00,4,-7.60,-4.3,-9.8,3.4,109,104,107,12.65,9.9,00048
0001,2011/05/01 02:00:00,5,-6.60,-5.2,-6.3,3.8,106,100,102,12.65,9.9,00048
0001,2011/05/01 02:00:00,6,-5.60,-8.7,-4,2.3,104,102,97,12.65,9.9,00048
0001,2011/05/01 02:00:00,7,-4.60,-8.5,0.3,3.3,101,98,93,12.65,9.9,00048
0001,2011/05/01 02:00:00,8,-3.60,-4,0.4,3.3,96,104,88,12.65,9.9,00048
0001,2011/05/01 02:00:00,9,-2.60,-4.3,-1.5,3.9,101,114,96,12.65,9.9,00048
0001,2011/05/01 02:00:00,10,-1.60,-2.9,-3.7,3.2,138,129,116,12.65,9.9,00048
0001,2011/05/01 03:00:00,1,-10.60,-5.5,-13.7,0.5,136,133,137,12.80,9.9,00048
