STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2007/11/01 00:00:00,1,-10.60,-1.7,0,0.2,106,106,110,11.55,9.7,00016
0001,2007/11/01 00:00:00,2,-9.60,1.8,0.7,0.2,100,95,104,11.55,9.7,00016
0001,2007/11/01 00:00:00,3,-8.60,-1.9,-4.3,0.5,93,109,27,11.55,9.7,00016
0001,2007/11/01 00:00:00,4,-7.60,-4.5,-4.3,-0.6,115,100,252,11.55,9.7,00016
0001,2007/11/01 00:00:00,5,-6.60,-4.8,-2.5,2.5,118,94,172,11.55,9.7,00016
0001,2007/11/01 00:00:00,6,-5.60,-1.1,-1.1,1.3,74,89,122,11.55,9.7,00016
0001,2007/11/01 00:00:00,7,-4.60,-1.1,2.7,0.4,70,72,223,11.55,9.7,00016
0001,2007/11/01 00:00:00,8,-3.60,-6.7,2.9,2.1,68,67,95,11.55,9.7,00016
0001,2007/11/01 00:00:00,9,-2.60,-8.8,-8.4,0.9,60,67,2,11.55,9.7,00016
0001,2007/11/01 00:00:00,10,-1.60,-32.5,-9.6,-2.4,118,132,2,11.55,9.7,00016
0001,2007/11/01 01:00:00,1,-10.60,-2.7,5.2,0,107,105,110,11.36,9.7,00016
0001,2007/11/01 01:00:00,2,-9.60,-2.3,-1.3,0.6,94,93,98,11.36,9.7,00016
0001,2007/11/01 01:00:00,3,-8.60,-0.7,-0.5,0.4,85,83,27,11.36,9.7,00016
0001,2007/11/01 01:00:00,4,-7.60,0,-1.2,0.3,87,79,252,11.36,9.7,00016
0001,2007/11/01 01:00:00,5,-6.60,-2.1,0,-0.1,76,78,172,11.36,9.7,00016
0001,2007/11/01 01:00:00,6,-5.60,-3.8,-3.8,-0.8,84,97,122,11.36,9.7,00016
0001,2007/11/01 01:00:00,7,-4.60,-13.5,-2.2,-1.3,67,82,223,11.36,9.7,00016
0001,2007/11/01 01:00:00,8,-3.60,-14.3,-6.1,-0.6,61,75,95,11.36,9.7,00016
0001,2007/11/01 01:00:00,9,-2.60,-13.5,-8.2,-0.5,65,93,2,11.36,9.7,00016
0001,2007/11/01 01:00:00,10,-1.60,-28.8,-27.8,-2.9,131,148,2,11.36,9.7,00016
0001,2007/11/01 02:00:00,1,-10.60,-1.1,4.1,0.9,107,104,109,11.21,9.7,00016
0001,2007/11/01 02:00:00,2,-9.60,-1.6,2.5,0.9,99,98,101,11.21,9.7,00016
0001,2007/11/01 02:00:00,3,-8.60,-4.1,4.1,1.3,93,95,27,11.21,9.7,00016
0001,2007/11/01 02:00:00,4,-7.60,-12.8,0,0.5,90,83,252,11.21,9.7,00016
0001,2007/11/01 02:00:00,5,-6.60,-13.4,5.9,0.8,123,83,172,11.21,9.7,00016
0001,2007/11/01 02:00:00,6,-5.60,-7.9,4.8,0.5,126,70,122,11.21,9.7,00016
0001,2007/11/01 02:00:00,7,-4.60,-7.8,1.1,-0.9,81,75,223,11.21,9.7,00016
0001,2007/11/01 02:00:00,8,-3.60,-1.5,-3.1,-1,71,76,95,11.21,9.7,00016
0001,2007/11/01 02:00:00,9,-2.60,-3.5,-2.5,2.2,76,78,2,11.21,9.7,00016
0001,2007/11/01 02:00:00,10,-1.60,-4,-43.6,-1.3,147,157,2,11.21,9.7,00016
0001,2007/11/01 03:00:00,1,-10.60,0.3,4.2,1.1,107,105,107,11.14,9.7,00016
0001,2007/11/01 03:00:00,2,-9.60,-0.1,1.9,1.2,96,91,95,11.14,9.7,00016
0001,2007/11/01 03:00:00,3,-8.60,1,-2.6,1.1,87,84,27,11.14,9.7,00016
0001,2007/11/01 03:00:00,4,-7.60,-0.3,-3,0.8,84,86,252,11.14,9.7,00016
0001,2007/11/01 03:00:00,5,-6.60,0.2,7.4,-1.9,110,90,172,11.14,9.7,00016
0001,2007/11/01 03:00:00,6,-5.60,0.2,6.1,-0.2,124,85,122,11.14,9.7,00016
0001,2007/11/01 03:00:00,7,-4.60,-1.4,1.1,0,93,74,223,11.14,9.7,00016
0001,2007/11/01 03:00:00,8,-3.60,-0.8,-6.9,-0.5,61,61,95,11.14,9.7,00016
0001,2007/11/01 03:00:00,9,-2.60,0.2,-8.6,0.5,74,86,2,11.14,9.7,00016
0001,2007/11/01 03:00:00,10,-1.60,-4.1,-35.1,-3.3,148,158,2,11.14,9.7,00016
0001,2007/11/01 04:00:00,1,-10.60,1.8,3.7,1.5,112,105,105,11.21,9.7,00016
0001,2007/11/01 04:00:00,2,-9.60,6,9.3,1.7,115,94,100,11.21,9.7,00016
0001,2007/11/01 04:00:00,3,-8.60,6.3,-4.3,3.5,114,109,27,11.21,9.7,00016
0001,2007/11/01 04:00:00,4,-7.60,3.1,-2.8,4,100,109,252,11.21,9.7,00016
0001,2007/11/01 04:00:00,5,-6.60,7,0.5,3.5,83,94,172,11.21,9.7,00016
