STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2010/03/01 00:00:00,1,-10.60,9.3,4.3,1.5,132,131,133,10.87,10.0,00032
0001,2010/03/01 00:00:00,2,-9.60,6,-1.9,1.3,115,113,117,10.87,10.0,00032
0001,2010/03/01 00:00:00,3,-8.60,4.8,-4.2,0.1,105,103,107,10.87,10.0,00032
0001,2010/03/01 00:00:00,4,-7.60,5.9,-2.8,1.2,101,96,99,10.87,10.0,00032
0001,2010/03/01 00:00:00,5,-6.60,6.4,3.3,0.8,96,89,94,10.87,10.0,00032
0001,2010/03/01 00:00:00,6,-5.60,5.6,-0.3,1.3,90,86,89,10.87,10.0,00032
0001,2010/03/01 00:00:00,7,-4.60,11.4,-0.3,0.9,87,81,82,10.87,10.0,00032
0001,2010/03/01 00:00:00,8,-3.60,6,1.5,2.2,96,91,94,10.87,10.0,00032
0001,2010/03/01 00:00:00,9,-2.60,0,7.8,2.4,111,100,101,10.87,10.0,00032
0001,2010/03/01 00:00:00,10,-1.60,-18.7,34.4,1.5,150,145,135,10.87,10.0,00032
0001,2010/03/01 01:00:00,1,-10.60,7.3,3.3,0.3,139,135,137,11.09,10.0,00032
0001,2010/03/01 01:00:00,2,-9.60,3.7,2.1,1.9,121,117,120,11.09,10.0,00032
0001,2010/03/01 01:00:00,3,-8.60,7.9,-2.6,2.4,106,107,107,11.09,10.0,00032
0001,2010/03/01 01:00:00,4,-7.60,8.1,-5.8,2.7,98,95,96,11.09,10.0,00032
0001,2010/03/01 01:00:00,5,-6.60,11.6,-4.1,0.9,93,86,90,11.09,10.0,00032
0001,2010/03/01 01:00:00,6,-5.60,12.3,-1.7,0.9,94,85,86,11.09,10.0,00032
0001,2010/03/01 01:00:00,7,-4.60,7.2,0.3,1,93,87,89,11.09,10.0,00032
0001,2010/03/01 01:00:00,8,-3.60,0.7,3.7,1.1,94,91,97,11.09,10.0,00032
0001,2010/03/01 01:00:00,9,-2.60,1.8,15.3,0.8,109,96,86,11.09,10.0,00032
0001,2010/03/01 01:00:00,10,-1.60,-10.9,21.5,-0.5,135,127,121,11.09,10.0,00032
0001,2010/03/01 02:00:00,1,-10.60,8.6,9.1,1.1,142,137,140,11.75,10.0,00032
0001,2010/03/01 02:00:00,2,-9.60,9.2,5.9,-0.6,125,117,121,11.75,10.0,00032
0001,2010/03/01 02:00:00,3,-8.60,5.3,-0.3,0.1,110,103,110,11.75,10.0,00032
0001,2010/03/01 02:00:00,4,-7.60,6.6,-1,-0.8,97,94,98,11.75,10.0,00032
