STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2010/05/01 00:00:00,0,0.53,14.78,9.0,29.88,2.23,121.3,10.22,11.00,9.6,0000000
0001,2010/05/01 00:00:00,1,0.03,14.79,9.2,29.88,2.22,121.4,10.22,11.00,9.6,0000000
0001,2010/05/01 00:00:00,2,-0.97,14.79,9.3,29.88,2.21,121.4,10.22,11.00,9.6,0000000
0001,2010/05/01 00:00:00,3,-1.97,14.80,9.4,29.88,2.25,121.4,10.22,11.00,9.6,0000000
0001,2010/05/01 00:00:00,4,-2.97,14.80,9.5,29.88,2.25,121.5,10.23,11.00,9.6,0000000
0001,2010/05/01 00:00:00,5,-3.97,14.81,9.7,29.89,2.27,121.6,10.23,11.00,9.6,0000000
0001,2010/05/01 00:00:00,6,-4.97,14.81,9.6,29.89,2.24,121.6,10.24,11.00,9.6,0000000
0001,2010/05/01 00:00:00,7,-5.97,14.82,9.7,29.90,2.20,121.5,10.22,11.00,9.6,0000000
0001,2010/05/01 00:00:00,8,-6.97,14.83,9.8,29.91,2.23,121.4,10.21,11.00,9.6,0000000
0001,2010/05/01 00:00:00,9,-7.97,14.85,10.1,29.92,2.28,121.0,10.17,11.00,9.6,0000000
0001,2010/05/01 00:00:00,10,-8.97,14.86,10.1,29.94,2.31,120.4,10.12,11.00,9.6,0000000
0001,2010/05/01 00:00:00,11,-9.97,14.95,11.1,30.04,2.51,118.0,9.89,11.00,9.6,0000000
0001,2010/05/01 00:00:00,12,-9.97,14.95,11.6,30.04,4.00,117.2,9.83,11.00,9.6,0000000
0001,2010/05/01 01:00:00,0,0.63,15.63,5.3,29.60,2.22,117.5,9.74,11.10,9.6,0000000
0001,2010/05/01 01:00:00,1,0.13,15.63,5.4,29.60,2.25,117.5,9.75,11.10,9.6,0000000
0001,2010/05/01 01:00:00,2,-0.87,15.51,6.0,29.68,2.15,118.7,9.86,11.10,9.6,0000000
0001,2010/05/01 01:00:00,3,-1.87,15.12,7.3,29.78,2.17,119.4,10.00,11.10,9.6,0000000
0001,2010/05/01 01:00:00,4,-2.87,15.07,7.4,29.79,2.20,119.9,10.04,11.10,9.6,0000000
