STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2008/11/01 00:00:00,1,-10.60,-8.6,0.5,-0.4,108,105,109,11.39,9.8,00016
0001,2008/11/01 00:00:00,2,-9.60,-2.3,-1.5,0,95,91,94,11.39,9.8,00016
0001,2008/11/01 00:00:00,3,-8.60,-4.1,-2.7,0.3,83,80,90,11.39,9.8,00016
0001,2008/11/01 00:00:00,4,-7.60,-3,-1.2,0.3,83,77,90,11.39,9.8,00016
0001,2008/11/01 00:00:00,5,-6.60,-1.5,-10,-0.9,74,103,92,11.39,9.8,00016
0001,2008/11/01 00:00:00,6,-5.60,0,-10.2,-1.4,73,76,90,11.39,9.8,00016
0001,2008/11/01 00:00:00,7,-4.60,3.8,-5,-0.2,74,68,82,11.39,9.8,00016
0001,2008/11/01 00:00:00,8,-3.60,1.8,-8,0,72,72,85,11.39,9.8,00016
0001,2008/11/01 00:00:00,9,-2.60,0.3,-7.2,0.2,95,98,88,11.39,9.8,00016
0001,2008/11/01 00:00:00,10,-1.60,4.7,13.4,1.5,146,157,139,11.39,9.8,00016
0001,2008/11/01 01:00:00,1,-10.60,-1.3,-0.1,-0.3,119,113,122,11.51,9.8,00016
0001,2008/11/01 01:00:00,2,-9.60,-2.8,4.8,-1,109,106,114,11.51,9.8,00016
0001,2008/11/01 01:00:00,3,-8.60,-7.4,-2.9,-0.1,108,98,111,11.51,9.8,00016
0001,2008/11/01 01:00:00,4,-7.60,-2.6,-2.3,-1.8,109,87,92,11.51,9.8,00016
0001,2008/11/01 01:00:00,5,-6.60,-8,-8.5,-1,104,93,89,11.51,9.8,00016
0001,2008/11/01 01:00:00,6,-5.60,-5,-7.4,-0.7,95,82,84,11.51,9.8,00016
0001,2008/11/01 01:00:00,7,-4.60,2.1,-7.5,-0.1,86,86,77,11.51,9.8,00016
0001,2008/11/01 01:00:00,8,-3.60,4.6,-4.6,1.4,84,88,72,11.51,9.8,00016
0001,2008/11/01 01:00:00,9,-2.60,6.3,-4.9,0.4,112,122,90,11.51,9.8,00016
0001,2008/11/01 01:00:00,10,-1.60,4.4,0.8,-0.2,153,169,132,11.51,9.8,00016
0001,2008/11/01 02:00:00,1,-10.60,-2.8,-1.3,-1,110,115,112,11.73,9.8,00016
0001,2008/11/01 02:00:00,2,-9.60,-4.6,0.4,0,99,99,100,11.73,9.8,00016
0001,2008/11/01 02:00:00,3,-8.60,-2.8,-2,0,95,94,95,11.73,9.8,00016
0001,2008/11/01 02:00:00,4,-7.60,-5.5,-5.6,1.1,84,99,82,11.73,9.8,00016
0001,2008/11/01 02:00:00,5,-6.60,-1.6,-7.9,0.8,87,96,88,11.73,9.8,00016
0001,2008/11/01 02:00:00,6,-5.60,1.9,-2.5,1.3,88,76,79,11.73,9.8,00016
0001,2008/11/01 02:00:00,7,-4.60,4.2,-3.1,2,86,77,74,11.73,9.8,00016
0001,2008/11/01 02:00:00,8,-3.60,3.7,-2.7,2.1,85,94,76,11.73,9.8,00016
0001,2008/11/01 02:00:00,9,-2.60,2.1,-0.1,1.4,100,142,80,11.73,9.8,00016
0001,2008/11/01 02:00:00,10,-1.60,6,0.4,0.9,134,168,112,11.73,9.8,00016
