STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2012/01/13 11:00:00,1,-10.60,-0.1,-1.7,0.1,133,130,131,12.02,10.0,00016
0001,2012/01/13 11:00:00,2,-9.60,-0.6,-6.8,0.8,116,112,117,12.02,10.0,00016
0001,2012/01/13 11:00:00,3,-8.60,1.8,-6.7,0.7,107,103,107,12.02,10.0,00016
0001,2012/01/13 11:00:00,4,-7.60,0.2,-2.5,0.4,101,96,97,12.02,10.0,00016
0001,2012/01/13 11:00:00,5,-6.60,0.4,-0.6,1.7,94,89,93,12.02,10.0,00016
0001,2012/01/13 11:00:00,6,-5.60,-3.6,-3.7,1.2,89,84,88,12.02,10.0,00016
0001,2012/01/13 11:00:00,7,-4.60,-6.5,-1.6,0.1,86,79,83,12.02,10.0,00016
0001,2012/01/13 11:00:00,8,-3.60,-6.2,3.8,1.5,80,73,78,12.02,10.0,00016
0001,2012/01/13 11:00:00,9,-2.60,-11,4.1,1.6,74,70,77,12.02,10.0,00016
0001,2012/01/13 11:00:00,10,-1.60,-9.2,6.4,1.2,75,70,91,12.02,10.0,00016
0001,2012/01/13 12:00:00,1,-10.60,4.8,-2.3,1.6,131,127,131,11.76,10.0,00016
0001,2012/01/13 12:00:00,2,-9.60,2.1,-1.1,1.7,114,112,114,11.76,10.0,00016
0001,2012/01/13 12:00:00,3,-8.60,-1.6,-0.9,0.3,106,102,103,11.76,10.0,00016
0001,2012/01/13 12:00:00,4,-7.60,0.2,-1.6,1,99,94,97,11.76,10.0,00016
0001,2012/01/13 12:00:00,5,-6.60,3,0.7,1.1,92,86,91,11.76,10.0,00016
0001,2012/01/13 12:00:00,6,-5.60,0.8,0,1.9,88,80,87,11.76,10.0,00016
0001,2012/01/13 12:00:00,7,-4.60,-0.1,-0.2,1.6,82,76,80,11.76,10.0,00016
0001,2012/01/13 12:00:00,8,-3.60,-2.9,1.6,1.4,76,72,77,11.76,10.0,00016
0001,2012/01/13 12:00:00,9,-2.60,-5.6,-1,0,73,76,105,11.76,10.0,00016
0001,2012/01/13 12:00:00,10,-1.60,-6.2,10.1,0.4,90,113,112,11.76,10.0,00016
0001,2012/01/13 13:00:00,1,-10.60,-0.4,-1.7,1,133,130,132,11.61,10.0,00016
0001,2012/01/13 13:00:00,2,-9.60,-0.3,-7.8,1.4,114,112,113,11.61,10.0,00016
0001,2012/01/13 13:00:00,3,-8.60,-0.7,-0.8,-0.1,105,102,106,11.61,10.0,00016
0001,2012/01/13 13:00:00,4,-7.60,-5.7,-4.9,-0.6,98,93,97,11.61,10.0,00016
0001,2012/01/13 13:00:00,5,-6.60,-4.8,-3.8,0.8,91,87,90,11.61,10.0,00016
0001,2012/01/13 13:00:00,6,-5.60,2.9,-3.6,0.7,84,84,84,11.61,10.0,00016
0001,2012/01/13 13:00:00,7,-4.60,-1.1,-3.4,2.3,82,78,78,11.61,10.0,00016
0001,2012/01/13 13:00:00,8,-3.60,-1.5,-1.8,2.6,88,85,81,11.61,10.0,00016
0001,2012/01/13 13:00:00,9,-2.60,1,7.1,1.5,95,110,95,11.61,10.0,00016
0001,2012/01/13 13:00:00,10,-1.60,2.9,9.3,0.3,114,123,112,11.61,10.0,00016
0001,2012/01/13 14:00:00,1,-10.60,0,-4,-0.6,133,128,132,11.66,10.0,00016
0001,2012/01/13 14:00:00,2,-9.60,2.9,-3.3,1.3,115,111,115,11.66,10.0,00016
0001,2012/01/13 14:00:00,3,-8.60,-0.5,-2.1,1.2,106,103,105,11.66,10.0,00016
0001,2012/01/13 14:00:00,4,-7.60,0,-0.7,1.6,97,95,97,11.66,10.0,00016
0001,2012/01/13 14:00:00,5,-6.60,-0.8,3,1,92,88,91,11.66,10.0,00016
0001,2012/01/13 14:00:00,6,-5.60,-0.8,1.7,1.2,88,81,87,11.66,10.0,00016
0001,2012/01/13 14:00:00,7,-4.60,-2.3,-0.4,1.1,86,75,81,11.66,10.0,00016
0001,2012/01/13 14:00:00,8,-3.60,6,-1,1.2,79,74,77,11.66,10.0,00016
0001,2012/01/13 14:00:00,9,-2.60,6,4.3,1,80,82,77,11.66,10.0,00016
0001,2012/01/13 14:00:00,10,-1.60,8.6,11.9,1.6,104,123,95,11.66,10.0,00016
0001,2012/01/13 15:00:00,1,-10.60,0,-2.1,-0.3,132,127,129,11.83,10.0,00016
0001,2012/01/13 15:00:00,2,-9.60,3.4,-2.9,0.5,116,112,113,11.83,10.0,00016
